		Year of publication																																		
Pali	Korean																					1														
Pali	Lithuanian																												1							
Pali	Malay						1																													
Pali	Malayalam		1				1																													
Pali	Marathi			1								1	1	1														1								
Pali	Norwegian															1				1				1		1										
Pali	Norwegian, Bokmål																												2	1						
Pali	Oriya																						1													
Pali	Romanian																													1						
Pali	Russian		1										2	1	1	2	2		1																	
Pali	Sanskrit						1																													
Pali	Serbian																									1			1							
Pali	Sinhala					1	2			1																										
Pali	Slovak																								1											
Pali	Slovenian										1				1																					
Pali	Spanish																			1		2	2	1		2	1	2			1	1				
Pali	Swedish			1			1																1							2						
Pali	Tamil		1							1	1	1																								
Pali	Thai		1																																	
Pali	Turkish					1																														
Pali	Vietnamese													1																						
Pampanga	Filipino; Pilipino														1																					
Pangasinan	English																									1										
Pangasinan	Filipino; Pilipino																									1										
Panjabi	Assamese				1	1													1						2											
Panjabi	Bengali			1	1				1															1	1											
Panjabi	Dutch														1																					
Panjabi	English		6	3	6	3	1	5	5	5	14	3	4	9	3	6	6	6	1	7	5	9	5	3	4	5	4	2	4	1	2	1				
Panjabi	Farsi, Western; Persian																	1																		
Panjabi	French		1										2										1				1	1	1							
Panjabi	German				1		1					1	1								1						2					1				
Panjabi	Gujarati							2														1														
Panjabi	Hindi		7	5	9	9	7	3	3	4	6	1	5	1	4	2	1	7	1	3	6	4	3	11	7	3	2	5								
Panjabi	Indonesian		1											1																						
Panjabi	Kannada		3																					1												
Panjabi	Malayalam		1	1				1		1	2		1												1		1	1								
Panjabi	Marathi				2				1	3	1														1			1								
Panjabi	Oriya																							2						1						
Panjabi	Polish				1	1																														
Panjabi	Russian					1																														
Panjabi	Tamil			2															1	1			1													
Panjabi	Telugu					1								1																						
Panjabi	Urdu		2	1		1		1		1	2			1					1	1		2			1		2	2			2	1				
Papiamento	Dutch															1								1				1	2							
Papiamento	English																										1									
Pashayi, Northeast	German																													1						
Pashayi, Northwest	German																													1						
Pashayi, Southeast	English																												3							
Pashayi, Southeast	German																													1						
Pashayi, Southwest	German																													1						
Pawnee	English														1																					
Pawnee	German																			1																
Persian, Old (ca.600-400 B.C.)	Catalan																											1								
Persian, Old (ca.600-400 B.C.)	Danish																				1															
Persian, Old (ca.600-400 B.C.)	English														1																					
Persian, Old (ca.600-400 B.C.)	Farsi, Western; Persian																											1								
Persian, Old (ca.600-400 B.C.)	Hungarian																				1			1				1								
Persian, Old (ca.600-400 B.C.)	Spanish																											1			1	1				
Persian, Old	English																1																			
Picard	French																	2	1	1	4	2	2	5								1				
Picard, dialects of	French																	1				1														
Pidgin, Nigerian	French																					1					1									
Pije	French																										2									
Pima Bajo	English														1																					
Pima Bajo	Spanish																					1														
Pintupi-Luritja	English			1																																
Pitjantjatjara	English		1										1																							
Plautdietsch	English							2																												
Plautdietsch	Finnish																											1								
Plautdietsch	German							1						2																						
Polish	Albanian		1	1																1	1	1	3	2		1		1	2	1		7	2			
Polish	Arabic					1	1		3					2					2				3	3	2	2	1		1	1	1					
Polish	Armenian		3		4		2	1	1		2	1	3	2		1							1					1	1	2						
Polish	Assamese		1																																	
Polish	Azerbaijani		1	1					1	1	1				1																					
Polish	Basque																											1								
Polish	Belarusian			1	1	3		2	2	3		1	2	1	3	3	6	4		4	4	2	4	4	6	12	1	3	4	13	16	10	15			
Polish	Bengali		1			1		2																1												
Polish	Bulgarian		19	26	26	17	17	12	19	17	8	11	16	11	3	14	12	6	4	7	4	10	4	1		6	5	9	8	9	9	8	3			
Polish	Catalan				1					2	2	1		1		1	1		2		4	4	1		3	4	2	4	3	1	3	1				
Polish	Chinese				1		1	1				2	1								4				1	6	14	6	13	22	4					
Polish	Chuvash			1							1																									
Polish	Croatian																1	2	2	2	7	4	5	5	11	12	9	15	9	8	12	12	8			
Polish	Czech		60	25	22	39	27	23	13	19	16	31	16	20	5	15	15	9	22	22	25	27	40	48	46	52	78	60	69	56	48	60	66			
Polish	Danish		3	2	2	5	2	2	2	1	5		2	3	5		2	4	8	4	7	5	2	3	2	1	3		1	1	5	3				
Polish	Dutch		1	2	3	2	2	9	3	7	8	6	5	10	9	8	2	10	7	8	10	10	2	5	21	12	18	18	11	11	1					
Polish	English	1	110	111	79	76	61	85	79	91	64	71	95	74	98	100	100	76	64	71	88	80	73	58	134	67	94	88	89	84	82	47	8			
Polish	Esperanto		1					1				1										1		3	4	3			1	1						
Polish	Estonian		3	1	4	5		2	3	1		4	4			1	4	2	1	2	3	4	1	3	2	4	5	6	9	7	10	12	5			
Polish	Farsi, Western; Persian									1													2					11								
Polish	Finnish		4	3	6	3	6	2	2	1		1	4	3	1		2	3	1	1	2	2	2		1	2	4	5	8	7	6	7				
Polish	French	1	55	64	38	32	25	29	30	44	27	30	43	27	33	46	37	30	40	27	40	35	36	29	53	37	42	60	62	30	39	37	9			
Polish	Gallegan																		1																	
Polish	Georgian		6	2	2	3	2	3	2	5	3	3	5	1																						
Polish	German		147	126	143	131	115	118	109	124	110	108	95	84	71	78	62	84	71	112	107	88	87	128	109	69	69	73	95	69	88	74	49			
Polish	Greek, Modern (1453-)		2		1				2				2	4					2	1	2		1	2	2	4	2	1	4	1	3	1				
Polish	Hebrew		8	1	4	1	1	5	1	1	4	1	2	3	3	1	3		1		2		2	2	6	4	3	3	4	1	2	4	8			
Polish	Hindi												1										1													
Polish	Hungarian		38	22	18	36	20	23	29	11	23	24	17	11	6	2	13	6	5	5	11	15	15	22	42	22	19	25	16	17	17	15				
Polish	Icelandic			1										2						1		1	2	1												
Polish	Indonesian		2																																	
Polish	Italian		22	15	21	8	4	4	1	11	11	13	1	2	7	9	11	15	18	4	12	9	6	12	20	14	13	29	10	7	5	2				
Polish	Japanese		2	9	5	3	7	3	5	2	4	4	2	2	4	6	5	3	5	3	7	10	2	6	5	4	3	6	10	7	5	6				
Polish	Kara-Kalpak									1																										
Polish	Kashubian																											1								
Polish	Kazakh		2	1			1			1			1														1			1						
Polish	Kirghiz				2						1		1																							
Polish	Korean			1		1	1					2	1	2	3	4	8		1				1													
Polish	Latin												1			1														1		1				
Polish	Latvian		6	2	1	2	1	2	2	2	3	3	4	3			2	1	2	5	4	2		1				4	5	1	4	1				
Polish	Lithuanian		5	6	6	3	1	7		3	6	5	4				10	32	11	15	17	32	14	16	25	18	18	19	20	25	30	23				
Polish	Macedonian		1	1		1	2				3	2	1			1	1	1	2	2				5		3	1	2	3	1	3	2	1			
Polish	Malayalam			1		1		1																												
Polish	Maltese				1			1																												
Polish	Moldavian		1		3		2	1		1			1									2			2	1				1	4	5				
Polish	Mongolian, Halh																						1		3					2						
Polish	Multiple languages		1												1		1				1						1									
Polish	Norwegian		1	1	6	4	3	2	2	3	8	1	2	4	4	3	1	2	4	2	3			2	5	5	4	1								
Polish	Norwegian, Bokmål																											1	2	2	2	1				
Polish	Norwegian, Nynorsk									1	1																					1				
Polish	Oriya																				1															
Polish	Portuguese	1	1	1	2	2	2	5	3	4	5	4	3	3	5	1	2	2	4	1		1	2		1	1	7	6		2	1					
Polish	Romanian		5	10	7	6	4	6	6	5	5	3	2	2	7	9	6	4	5	5	2	10	11	3	6	2		9	6	4	2	4				
Polish	Russian		88	86	65	48	37	45	66	70	44	69	69	61	69	73	81	69	58	56	13	6	45	11	19	17	10	63	120	112	155	10	8			
Polish	Saami, Northern																							1												
Polish	Serbian	1															4	1	4	6	8	12	2	19	8	18	13	19	14	16	11	11	28			
Polish	Serbo-Croatian (to 1992)		15	13	6	15	4	15	11	16	10	12	18		1	5																				
Polish	Slovak		19	31	19	10	16	12	10	17	17	14	25	14	6	21	8	10	7	2	6	14	18	7	18	15	29	15	29	28	28	19				
Polish	Slovenian		4	3	2	4	4	1	5	2	2	2	1		3	1		3	1	4	5	3	4	1	5	2	8	3	7	13	12	20	17			
Polish	Spanish		25	28	15	25	26	19	39	33	16	20	6	15	7	7	16	12	5	5	8	15	4	13	19	15	35	33	35	6	26	36	3			
Polish	Swedish		6	5	8	8	5	6	6	6	9	5		5	6	4	7	2	4	9	6	6	4	8	7	7	18	11	5	11	6	6				
Polish	Tajik				2				1	1																										
Polish	Turkish				2		5	1		2	2	1	2	3	1	5		1						4												
Polish	Turkmen										1																									
Polish	Tuvinian					1																														
Polish	Ukrainian		11	7	10	9	3	6	8	4	6	4	10	7	4		1		5		3	9	9		1		6		4	3	3	3				
Polish	Urdu																				1															
Polish	Uzbek		1	1		1	1	1					2	1																		1				
Polish	Welsh								1																											
Populca, Texistepec	Spanish																			1																
Portugese, Old	English													1																						
Portugese, Old	French															1																				
Portuguese	Albanian		1																		1			2	4	1	5	2	3	1	2	3	4			
Portuguese	Arabic														1			1	1	1	1	3	1	5	3	5	1	1	4		1					
Portuguese	Armenian				1												1											1			1	1	3			
Portuguese	Asturian; Bable								1											1				1												
Portuguese	Azerbaijani						1																													
Portuguese	Basque													1	1	1	1			1	2		2		1	1	1	1	1	1						
Portuguese	Belarusian										1																									
Portuguese	Bengali																	1																		
Portuguese	Breton						1																1													
Portuguese	Bulgarian		4	2	1	2	5	4	1	2	3	1	4	4		2	2	2	2	3	7	3	3	1		6	9	7	11	10	17	12	2			
Portuguese	Catalan		1	4	4	1	1	1	6	9	7	4	1	11	4	4	2	4	4	5	7	12	11	11	12	17	18	13	26	2	9	10				
Portuguese	Chinese	1									2	7	2	11	4	3	5	2		2	7	2	3	4	4	5	3	8	1	7	1					
Portuguese	Croatian															1				1	2	2	5	6	10	9	16	16	11	7	10	6	13			
Portuguese	Czech		5	3	1		3	1	1	1	1	1	3	1		1			2	3	4	5	3	7	4	5	5	8	3	7	9	8	13			
Portuguese	Danish		1	4		3	1	2	6		2	5	7	6	4	6	3	3	4	3	5	5	7	6	7	8	9	5	7	1	5	5				
Portuguese	Dutch		1	2		7	3	7	10	9	6	4	9	13	14	13	3	19	14	26	7	15	3	5	23	22	17	12	26	21						
Portuguese	English	3	25	23	13	23	18	21	40	44	53	47	64	59	65	79	80	71	48	59	83	52	130	220	370	152	105	116	101	180	111	40				
Portuguese	Esperanto																				1		1				1									
Portuguese	Estonian			1				1		1													1	1		3	1	1	2	4	3	1	2			
Portuguese	Farsi, Western; Persian										1												15					27								
Portuguese	Finnish		1	2	1	2		3	2	2	3	2	2		3		1	1	5	3	1	2	3	2	8	4	3	6	6	9	7	9				
Portuguese	French	1	17	29	11	13	16	21	27	25	29	41	41	43	54	61	42	57	45	52	65	99	70	119	61	65	71	83	117	73	74	60				
Portuguese	Gallegan									2				6	1		5	4	2	2		5	2	1	1	2	4	3	3	1	8	7				
Portuguese	Georgian		1	1					1																											
Portuguese	German		26	30	27	38	37	33	46	47	64	69	57	54	55	61	36	69	29	36	78	41	59	34	37	40	33	18	33	48	52	34	27			
Portuguese	Greek, Modern (1453-)		2						1				1	2		2		2	3		1		6	6	10	4	7	4	7	6	3	8				
Portuguese	Hebrew		1		1	2	1	1		3	1	2				3	1			1		1	2	2	3	2	8	1	6	3	1	3	2			
Portuguese	Hungarian			7		4	1	2	3	2	3	1	5	2		1	3		9	2	5	9	10	7	5	6	8	25	27	22	30	32				
Portuguese	Icelandic						1																1	2		1										
Portuguese	Indonesian		1											1																						
Portuguese	Italian	1	12	6	8	1	2	2	1	15	19	14	10	1	6	20	10	12	16	16	24	23	28	25	17	17	17	18	2	7	4	1				
Portuguese	Japanese		6	5	4	4	3	1			4	2			3	4	7	4	6	4	6	13	6	22	13	17	17	7	7	18	21	12				
Portuguese	Kara-Kalpak					1																														
Portuguese	Kazakh						1				1		1																1	1						
Portuguese	Kirghiz		1	2																																
Portuguese	Korean		2			1	1		1	5	5	5	3	4	2		1	4	5	6		6	4													
Portuguese	Latin											1		1	1			1	1	1	1	1														
Portuguese	Latvian						1														1	1		2	1		2	3	1	1	1	2				
Portuguese	Lithuanian		2	1	2	1		1									1	1	1		1	1		2	1	1	1	2	7	1	5	7				
Portuguese	Macedonian					2			1							1	1	1			1	3	1			3	3		1		2					
Portuguese	Malayalam									1															1				1							
Portuguese	Marathi																						1													
Portuguese	Mirandese																											1								
Portuguese	Moldavian			1							1							1													1	2				
Portuguese	Multiple languages							1							2			1			1	1	1				1									
Portuguese	Norwegian		5	1	1		1	2	5	1	2	2	2	2		3	5	2	5	5	4	12	15	3	11	7	8	6								
Portuguese	Norwegian, Bokmål																											2	7	9	6	9				
Portuguese	Oriya																								1											
Portuguese	Polish		4	10	2	6	4	5	3	3	3	2	3	2		3	2		5	5		3	5	6	8	7	12	9	4	13	13	6				
Portuguese	Portuguese																1											3	2	1						
Portuguese	Romanian		2	2	4	4	3	1	1	5	2	6	4	3	6	2	4	1		1	4	6	4	6	4	7		7	12	17	7	2				
Portuguese	Russian		5	11	7	9	12	9	8	9	9	9	6	7	21	11	13	8	1	2	1		3			1	1	2	27	32	22	1				
Portuguese	Scots																									1										
Portuguese	Serbian																		1	6	6	3	4	4	7	8	18	12	15	14	12	17	10			
Portuguese	Serbo-Croatian (to 1992)				1	4	1	4	2	2	3				1	1																				
Portuguese	Slovak			1	1	2	1	1	2	2	1	1	5						2			3	2		4	3	3		3	1		3				
Portuguese	Slovenian		1		1			1		1		1							1	3	2	4	3	2	4	1	3	3	5	1	4	5	3			
Portuguese	Spanish	2	75	61	83	44	74	90	87	66	102	75	35	72	13	62	179	54	63	58	70	74	85	137	142	118	205	112	115	42	151	135	23			
Portuguese	Swedish		4	2	1	2	3	3	1	3	5	7		10	10	3	3	7	8	4	6	12	7	8	11	12	13	8	12	13	8	12				
Portuguese	Tajik		1																																	
Portuguese	Tamil																								2											
Portuguese	Thai			1			1						1																							
Portuguese	Tigrinya																			1																
Portuguese	Turkish						5	2	3	1	2	4	2	6	3	2	1	1	2					3												
Portuguese	Turkmen		1																																	
Portuguese	Ukrainian				1	2		2	1	1	3	1	1	2					1																	
Portuguese	Urdu		1							1																										
Portuguese	Urubú-Kaapor												2																							
Portuguese	Uzbek		2			1																														
Portuguese	Wayampi														1																					
Portuguese	Xavánte												2																							
Prakrit	Danish																					2														
Prakrit	English		1		1		1	1		1		1					1					1								1						
Prakrit	French																											1			1					
Prakrit	German		1												1																					
Prakrit	Gujarati						1																													
Prakrit	Hindi		3	1		1		1	1	1			1	3			1					1		2		1										
Prakrit	Italian																								1											
Prakrit	Malayalam								1																											
Prakrit	Multiple languages																										1									
Prakrit	Rajasthani												1																							
Prakrit	Sanskrit					1	2	3																												
Prakrit	Tamil				1																															
Provençal, dialects of	French																		1																	
Provençal, Old (to 1500)	Basque													1																						
Provençal, Old (to 1500)	Catalan																			2	1	3					1			1						
Provençal, Old (to 1500)	Croatian																															1				
Provençal, Old (to 1500)	Czech																											1								
Provençal, Old (to 1500)	Danish																								1											
Provençal, Old (to 1500)	English		1		2	1	1	1	1	2	1	1		2	1	2		1	2			1	1	1	1		1			1	1					
Provençal, Old (to 1500)	Estonian																							1												
Provençal, Old (to 1500)	French		4	3	3	2	1		3			2	4	2	4	5	2	6	8	1	7	7	3	2	3	1	1	1	2	1	2					
Provençal, Old (to 1500)	German			2			1						2		2	2	1									1						1				
Provençal, Old (to 1500)	Hungarian																															1				
Provençal, Old (to 1500)	Italian											1											1	1			3	2								
Provençal, Old (to 1500)	Japanese												1							1																
Provençal, Old (to 1500)	Occitan (post 1500); Provençal																							1				1								
Provençal, Old (to 1500)	Romanian			1			1					1																								
Provençal, Old (to 1500)	Russian		2				1						1																							
Provençal, Old (to 1500)	Slovenian								1																											
Provençal, Old (to 1500)	Spanish						1			1						1		1	1	2		1	1					1			1					
Provençal, Old (to 1500)	Swedish																							1												
Provençal, Old (to 1500)	Turkish															1																				
Provençal, Old (to 1500)	Ukrainian			1																																
Prussian	Czech																											1								
Prussian	German							1																												
Pulaar	French									1					1																					
Pular	English							1																												
Pushto	Arabic									1																										
Pushto	Azerbaijani							1																												
Pushto	Belarusian							1			1																									
Pushto	Danish																												1							
Pushto	Dutch																										1									
Pushto	English									1	3							2		1	1									1	1					
Pushto	Farsi, Western; Persian												1																							
Pushto	French			1						1			1		1			1			1		1					2								
Pushto	Georgian		1					1																												
Pushto	German									1																										
Pushto	Japanese																											1								
Pushto	Kazakh							1	1				1																							
Pushto	Kirghiz				1				1																											
Pushto	Latvian							1																												
Pushto	Moldavian						1	1																												
Pushto	Norwegian, Bokmål																											1								
Pushto	Russian			2			1	2			1	3	1																							
Pushto	Spanish																									1	1									
Pushto	Tajik			1																																
Pushto	Turkmen								1																											
Pushto	Ukrainian						1	1																												
Pushto	Urdu	1									1																	1		1						
Pushto	Uzbek				1					1	1	1																								
Quechan	English																											1								
Quechan	Spanish																					1														
Quechua	Catalan																											1								
Quechua	Danish		1																		1															
Quechua	Dutch								1			1																								
Quechua	English														1				1	1		1	1			1			1							
Quechua	French			1							1														2				1							
Quechua	German					1						1																								
Quechua	Italian																		1																	
Quechua	Polish								1																											
Quechua	Russian																						1													
Quechua	Spanish			2	1		1	1										1				1		1												
Quechua, Ambo-Pasco	Spanish																						1													
Quechua, Cusco	Spanish																								1											
Quechua, North Bolivian	French													1																						
Quechua, North Bolivian	Spanish													1										1												
Quechua, South Bolivian	French													1																						
Quechua, South Bolivian	Spanish													1																						
Quiche	Arabic									1													1													
Quiche	Bulgarian										1											1														
Quiche	Croatian																															1				
Quiche	Czech																							1												
Quiche	Danish													1																						
Quiche	Dutch																												1							
Quiche	English		1	1							1						1			2							2				1	1				
Quiche	Estonian																						1													
Quiche	Finnish																								1				1							
Quiche	French										1			1			1		1							2						1				
Quiche	German			1		1		1			1			1	1				1			3									1					
Quiche	Greek, Modern (1453-)												1																							
Quiche	Hungarian							1																												
Quiche	Italian		1									1											1													
Quiche	Norwegian																										1									
Quiche	Norwegian, Bokmål																														1					
Quiche	Polish			1																											1					
Quiche	Portuguese																	1			1															
Quiche	Russian																1													1						
Quiche	Serbian																					1										1				
Quiche	Spanish		1		2		1		2	1	1	1										2			1		1		1			2				
Quiche	Swedish						2																													
Quiché, Central	Spanish						1																													
Raeto-Romance	English			1								1																								
Raeto-Romance	Estonian		1																																	
Raeto-Romance	French		1			2				1			1	1	1	1				1	2		2	1	2	1	1	1			2					
Raeto-Romance	German		1	2	3	1	2	3		2		1	1	3	1	1	1	2	1			4	3		2	3	1	5	2		4		5			
Raeto-Romance	Italian									1		1				1												1		2	1					
Raeto-Romance	Multiple languages																								1											
Raeto-Romance	Polish																															1				
Raeto-Romance	Raeto-Romance, dialects of												3																							
Raeto-Romance	Romanian			1												1													1							
Raeto-Romance	Schwyzerdütsch																		1																	
Raeto-Romance, dialects of	French																										1									
Raeto-Romance, dialects of	German																												1							
Rajasthani	English		1								1		1			2	2										1									
Rajasthani	German																													1						
Rajasthani	Hindi		1			1	1		3	1			1			1	2	1						1	1	1	2									
Rajasthani	Multiple languages																1																			
Rarotongan	English																					1														
Rarotongan	Niuean																		2	1	1		2		1		1									
Rarotongan	Samoan																		2	1	1		2		1		2									
Rarotongan	Tokelauan																		2	1	1		2		1											
Rarotongan	Tongan (Tonga Islands)																		2	1	1		2		1		2									
Réunion Creole French	English																														3					
Réunion Creole French	French		1															2	1	1	3	1	2	3		1	3	1	4	5	4					
ROM	English																						1													
Romani, Balkan	Bulgarian																			1																
Romani, Balkan	English																					1			1	1		1		2						
Romani, Balkan	French																											1								
Romani, Balkan	German											1																								
Romani, Balkan	Hungarian																											1								
Romani, Balkan	Macedonian																					1				1										
Romani, Balkan	Moldavian																									1										
Romani, Balkan	Serbian																						1	2	1	1		2		4	2	2	1			
Romani, Balkan	Serbo-Croatian (to 1992)									3			1																							
Romani, Baltic	French																			1									1							
Romani, Baltic	Polish																1																			
Romani, Carpathian	Czech																									2	3		1	1	2					
Romani, Carpathian	Romanian																								1											
Romani, Carpathian	Slovak															1														1	1					
Romani, Kalo Finnish	Finnish																						1													
Romani, Sinte	Dutch								1																											
Romani, Sinte	French						2							1	1																					
Romani, Sinte	German						1																	1	1					1						
Romani, Sinte	Serbo-Croatian (to 1992)		1							1																										
Romani, Sinte	Slovenian																				1															
Romani, Vlax	English																								1											
Romani, Vlax	French														1																					
Romani, Vlax	Romanian																								3			1								
Romani, Vlax	Russian					1			1		1			1	4	2	1																			
Romani, Vlax	Serbo-Croatian (to 1992)		1																																	
Romani, Vlax	Swedish																									1										
Romani, Vlax	Tatar																1																			
Romani, Vlax, dialects of	German		1																						1											
Romanian	Albanian						1	1		1			1					2	1	2			1	2	2	2	1	2	1		1	2	4			
Romanian	Arabic				1														1		1				1		1					1				
Romanian	Armenian		1		1	1	1				1													1				1	1							
Romanian	Assamese																						1			1										
Romanian	Azerbaijani						1					1													2	2										
Romanian	Belarusian											1																								
Romanian	Bulgarian		4	5	6	5	3	4	3	6	3		3	1	1	3			2	2		1	3	1	2	2	2	6	2	3	3		2			
Romanian	Catalan					1		1		1				1															2		1	1				
Romanian	Chinese																											3	4		2					
Romanian	Croatian																											1	3		2		1			
Romanian	Czech		6	5	2	4	6	3	5	3	2	1	4	3	1			1	1	1	1	1	1	4	1	1	3	1		2	2	6	2			
Romanian	Danish			1		1													1	1	1		1	3												
Romanian	Dutch			1		1			3			1	1	1		2	1	2	1	2			1					2		2						
Romanian	English		90	87	109	104	87	118	129	91	82	64	53	41	18		18	20	15	12	20	26	33	34	69	18	16	62	65	81	63	19				
Romanian	Esperanto																								1			1	1							
Romanian	Estonian		1	1			2				1	1	3	1		3				3						1										
Romanian	Farsi, Western; Persian										1																	2								
Romanian	Finnish			1	1							1		1					1										2	1		1				
Romanian	French		48	59	55	64	38	48	46	35	31	20	23	11	16	11	18	17	22	21	27	17	26	21	42	31	19	34	44	55	48	16	1			
Romanian	Gagauz					1																			1								1			
Romanian	Gallegan									1																										
Romanian	Georgian		1				2	1		1			1																							
Romanian	German		63	74	55	65	53	47	42	33	28	23	20	19	8	10	7	7	10	10	10	25	7	10	6	20	8	22	19	24	23	16	11			
Romanian	Greek, Modern (1453-)		2		5				3	1			4	2		1			1				1	3			4	1	1		2	2				
Romanian	Hebrew			1	2	1	2																1	1	4		1	1	2	1	6	2				
Romanian	Hungarian		64	76	61	49	65	54	39	46	46	56	21	7	3	1	1	1	1	2	7	5	4	5	7	8		4	7	2	9	8				
Romanian	Icelandic						1																													
Romanian	Italian		2	4	6	2		2		4	3	1	1	1	2		2		1	4		1	4	2	2	3	2	11	7	5	8					
Romanian	Japanese			2	2	1	1	1	2			1					1		1	1	2		2		1	1	3	1	1	1		2				
Romanian	Kazakh		1																																	
Romanian	Kirghiz									1	1				1																					
Romanian	Korean					1		1			3	1	1	1	1	1	3	2	2																	
Romanian	Latin			1																1					1	1										
Romanian	Latvian		1		1	1							1																							
Romanian	Lithuanian		2	2		2	1	1																												
Romanian	Macedonian		2	1	1	3		1	4	3	1	4	4			1			1	1						1	2	1	2							
Romanian	Moldavian												1														1					1				
Romanian	Mongolian, Peripheral								1																											
Romanian	Multiple languages			1		2	3	1	1								1				2		2	2	3											
Romanian	Norwegian					1								1			1		2		1	1			1											
Romanian	Norwegian, Bokmål																													1		2				
Romanian	Polish		4	4	4	4	4	4	3	2	2	5	6	2		2		1			1	3	1		2	1	2	1		1	1	3				
Romanian	Portuguese				1		1	3	1	1	1			2							2			2			2			2		1				
Romanian	Provençal, Old (to 1500)							1		2																										
Romanian	Romani, Vlax																								2											
Romanian	Romanian, Macedo																								1			1								
Romanian	Russian		42	32	51	45	31	45	40	32	29	28	30	9	13		2		2	1	1	2	1	1	2	4	2		3	2		10	1			
Romanian	Serbian	1															2	2	3	5	10	8	5	7	6	7	7	3	6	2	2	4	4			
Romanian	Serbo-Croatian (to 1992)		3	4	8	5	3	3	2	5	2	5	3			2																				
Romanian	Slovak		5	4	2	5	2	5	3	2		2	3	1							1				1		1	1	1		1	1				
Romanian	Slovenian		1		1		1						1											2		1					1	2				
Romanian	Spanish		18	19	20	12	10	15	10	8	7	8	4	2		2	6	2	4	1	3	5	3	3	3	2	6	7	5	1	11	11				
Romanian	Swedish		3	1	2	1				1		2		6	1				8	2	3	3	3		1	2		3	2	2		5				
Romanian	Tajik						1	1	1					1																						
Romanian	Turkish					3	2	3		1	1			1	1	2	1	2					1					1								
Romanian	Turkmen			1																																
Romanian	Uighur					1																														
Romanian	Ukrainian		2	4	4	4	1	3	2	1	3	1	3	2	1							1	1		1			2	3							
Romanian	Yiddish				1																				3											
Romanian, Macedo	Albanian																											1								
Romanian, Macedo	Bulgarian																								1											
Romanian, Macedo	German		1																																	
Romanian, Macedo	Macedonian																									1										
Romanian, Macedo	Romanian																													1						
Romanian, Macedo	Romanian, Macedo																											1								
Romanian, Old	Romanian																						1													
RON 	English															15																				
Rundi	French																1									1		1								
Russian																							1													
Russian	Abaza		1		1					2	1		1					1	1																	
Russian	Abkhazian		7	10	5	9	10	5	11	8	7	8	6	1	1																					
Russian	Adyghe; Adygei		2	1	2	3	2	5	3	3	5	1	3	2	4	3		3	3																	
Russian	Aghul																	1																		
Russian	Albanian	3	16	7	8	4	9	7	4	4	1	1	1	2	1			5	11	8	1	2	17	18	21	21	29	20	19	22	23	23	21			
Russian	Altai, Northern																														1					
Russian	Altai, Southern		5	5	2	2	6	2	3	4	3	5	5	4																						
Russian	Amharic		26	18	18	10	30	20	21	26	30	31	19	19	2																					
Russian	Arabic	4	106	115	108	61	104	111	128	147	121	120	114	80	24	5	10	14	14	3	4	20	7	17	15	18	27	4	6	1	21	5				
Russian	Armenian		131	121	142	140	128	142	153	135	132	134	101	77	39	9	7	3		6	4	5	5	6	8	13	11	12	10	16	25	36	22			
Russian	Assamese		3	5	2	4	8	7	8	10	10	10	9	10	1			1		2	2	3		2		1		1								
Russian	Asturian; Bable																					1								1						
Russian	Avaric		3	3	4	8	4	9	2	7	3	1	3	3	3	3			1																	
Russian	Azerbaijani		113	111	107	100	122	111	108	78	98	100	61	38	15										3		3									
Russian	Bashkir		35	30	30	24	45	38	40	37	28	27	23	26	8	12	7	17	10	14			3				2	6	8	3						
Russian	Basque					1		1	2		1	1			2	1	3	1	1	3		2	1	1	1			1	2		1					
Russian	Belarusian		64	71	52	56	54	59	51	57	56	48	40	36	46	43	42	40	33	21	7	3	7	30	31	30	3	42	44	48	26	35	38			
Russian	Bengali		19	27	38	30	32	42	43	35	32	39	37	24	3	1					4	6		2			1	3	1							
Russian	Breton																				1	2								1						
Russian	Bulgarian	2	279	272	251	239	261	279	227	231	217	172	156	82	26	36	55	55	61	64	54	67	59	48	7	58	106	103	163	182	129	127	40			
Russian	Buriat		1	3		5	5	4	2	7	2	3	3	2	2	1	2																			
Russian	Burmese		2					1						2	4																					
Russian	Catalan		5	1	8	7	8	11	7	8	8	2	4	6	1	6	9	2	4	4	2	6	5	3	5	7	5	9	7	2	5	2				
Russian	Chechen		4		2	3	6	8	2	6	10	1	6	3	2													1								
Russian	Chinese	8	14	16	15	14	14	19	23	29	28	56	31	13	5	3	5	7	16	2	94	6	3	13	27	259	418	379	597	342	209					
Russian	Chukot		3	2	4	5	3	1	2	5	2	5	3																							
Russian	Chuvash		14	11	8	12	13	10	8	6	10	9	11	12	7	2	1	3	3	1								6	4	2						
Russian	Crimean Tatar; Crimean Turkish				1				1	1		6	3									1														
Russian	Croatian														1	1	3	6	5	6	7	10	12	13	10	16	34	26	19	20	18	36	24			
Russian	Czech		349	183	175	215	214	186	211	198	150	172	153	88	19	9	8	10	12	28	34	17	26	34	36	38	47	65	81	72	74	71	63			
Russian	Danish		32	33	28	32	39	38	32	33	49	46	44	29	19	8	13	9	8	6	8	6	11	12	9	10	9	9	6	42	11	7				
Russian	Dargwa		6	3	4	7	5	7	2	9	1	1	6		3	3	1		1																	
Russian	Dungan		1	4		1																														
Russian	Dutch		18	24	24	22	27	24	66	68	52	67	52	56	41	37	12	41	44	41	31	17	4	15	40	43	28	42	50	47	2					
